Species1,Species,Genus,DrySeedStdValue,HeightStdValue,NitrogenStdValue,PhosphorusStdValue,StemStdValue
Opuntia humifusa,Opuntia humifusa,Opuntia,29.872,0.25,17.2,3.35,NA
Orbexilum pedunculatum,Orbexilum pedunculatum,Orbexilum,9.04,0.8128,NA,NA,NA
Orbexilum lupinellus,Orbexilum lupinellus,Orbexilum,9.04,0.8128,NA,NA,NA
Orianthera serpyllifolia,Orianthera serpyllifolia,Orianthera,9,0.9,NA,NA,NA
Ostrya virginiana,Ostrya virginiana,Ostrya,15.69333087,2.62734058,28.18616071,2.080034536,0.224277626
Ottleya wrightii,Ottleya wrightii,Ottleya,2.766740204,0.192371429,31.126,0.75,NA
Oxalis dillenii,Oxalis dillenii,Oxalis,0.1835,0.266709091,30.92946765,2.262666667,0.000892727
Oxalis stricta,Oxalis stricta,Oxalis,0.216956522,0.201367647,36.94,2.262666667,0.000892727
Oxalis corniculata,Oxalis corniculata,Oxalis,0.263919046,0.120234375,30.92946765,2.262666667,0.000892727
Oxalis violacea,Oxalis violacea,Oxalis,0.444833333,0.25,39.3,2.262666667,0.000892727
Oxalis caerulea,Oxalis caerulea,Oxalis,0.627565614,0.161415538,30.92946765,2.262666667,0.000892727
Oxytropis lambertii,Oxytropis lambertii,Oxytropis,1.847797871,0.168748571,30.48636364,1.786666667,NA
Packera obovata,Packera obovata,Packera,0.19,0.129096272,20.53833333,1.843333333,NA
Packera neomexicana,Packera neomexicana,Packera,0.434151454,0.129096272,20.53833333,1.843333333,NA
Packera multilobata,Packera multilobata,Packera,0.549153846,0.1382,20.464,1.843333333,NA
Pandiaka angustifolia,Pandiaka angustifolia,Pandiaka,4.86,0.63125,NA,NA,NA
Paniceae,Paniceae,Paniceae,NA,1,NA,NA,NA
Panicum dichotomum,Panicum dichotomum,Panicum,0.08,0.483333333,17.66363797,1.966273333,0.00106
Panicum coloratum,Panicum coloratum,Panicum,0.620475862,0.652977778,22.01578947,1.966273333,0.00106
Panicum,Panicum,Panicum,0.679004965,0.185,15.81666667,1.966273333,9.00E-04
Panicum boscii,Panicum boscii,Panicum,0.679004965,0.461625682,17.66363797,1.966273333,0.001166667
Panicum deustum,Panicum deustum,Panicum,0.679004965,0.968,18.44866667,1.966273333,0.00106
Panicum laxiflorum,Panicum laxiflorum,Panicum,0.679004965,0.461625682,17.66363797,1.966273333,0.00106
Panicum anceps,Panicum anceps,Panicum,0.679004965,0.461625682,17.66363797,1.966273333,0.00106
Panicum bulbosum,Panicum bulbosum,Panicum,0.679004965,0.461625682,17.66363797,1.966273333,0.00106
Panicum aequinerve,Panicum aequinerve,Panicum,0.679004965,0.461625682,17.66363797,1.966273333,0.00106
Panicum maximum,Panicum maximum,Panicum,0.84746374,1.010923077,18.37551872,1.71246,0.00106
Panicum phragmitoides,Panicum phragmitoides,Panicum,1.03,1.5,17.66363797,1.966273333,0.00106
Panicum virgatum,Panicum virgatum,Panicum,1.089639209,0.48896875,17.22296209,1.966273333,0.00106
Panicum laetum,Panicum laetum,Panicum,1.18,0.461625682,17.66363797,1.966273333,0.00106
Panicum commutatum,Panicum commutatum,Panicum,2.156659765,1.49352,17.66363797,1.966273333,0.00106
Panicum depauperatum,Panicum depauperatum,Panicum,2.17,0.461625682,17.66363797,1.966273333,0.00106
Panicum unid.,Panicum unid.,Panicum unid.,0.679004965,0.461625682,17.66363797,1.966273333,0.00106
Parietaria pensylvanica,Parietaria pensylvanica,Parietaria,0.280222222,0.5,13.36,NA,NA
Paronychia fastigiata,Paronychia fastigiata,Paronychia,0.659166667,0.034229245,27.00582761,NA,NA
Paronychia rugelii,Paronychia rugelii,Paronychia,0.659166667,0.034229245,27.00582761,NA,NA
Parthenium integrifolium,Parthenium integrifolium,Parthenium,3.08,1,24.72,NA,NA
Parthenocissus quinquefolia,Parthenocissus quinquefolia,Parthenocissus,26.34374034,5.873577778,25.40984,3.198620862,0.001355
Paspalum floridanum,Paspalum floridanum,Paspalum,0.9675,0.086,21.96692308,2.421428571,NA
Paspalum setaceum,Paspalum setaceum,Paspalum,0.98,0.401239101,21.96692308,2.421428571,NA
Paspalum plicatulum,Paspalum plicatulum,Paspalum,1.602002904,0.460905444,21.96692308,2.421428571,NA
Paspalum bifidum,Paspalum bifidum,Paspalum,1.791709104,0.401239101,21.96692308,2.421428571,NA
Paspalum notatum,Paspalum notatum,Paspalum,2.973,0.352510186,21.96692308,2.421428571,NA
Paspalum laeve,Paspalum laeve,Paspalum,4.851608746,0.88392,21.96692308,2.421428571,NA
Passiflora suberosa,Passiflora suberosa,Passiflora,16.16234481,0.154166667,31.2,1.04,NA
Passiflora lutea,Passiflora lutea,Passiflora,16.16234481,4.93776,33.27531841,1.36,NA
Passiflora incarnata,Passiflora incarnata,Passiflora,16.16234481,3.197308889,33.27531841,1.36,NA
Patersonia occidentalis,Patersonia occidentalis,Patersonia,2.6,0.308333333,8.615,NA,NA
Patersonia juncea,Patersonia juncea,Patersonia,5.255115789,0.308333333,8.624,NA,NA
Patersonia umbrosa,Patersonia umbrosa,Patersonia,5.255115789,0.308333333,8.624,NA,NA
Patersonia pygmaea,Patersonia pygmaea,Patersonia,5.255115789,0.308333333,8.624,NA,NA
Pavonia burchellii,Pavonia burchellii,Pavonia,12.33413793,1,NA,NA,NA
Pedicularis centranthera,Pedicularis centranthera,Pedicularis,900.749638,0.062,28.10600234,1.386272198,NA
Pelargonium alchemilloides,Pelargonium alchemilloides,Pelargonium,4.308125,0.92,16.68571429,NA,NA
Peltigera aphthosa,Peltigera aphthosa,Peltigera,NA,0.02,23,NA,NA
Pennellia longifolia,Pennellia longifolia,Pennellia,NA,0.9,NA,NA,NA
Pennisetum pedicellatum,Pennisetum pedicellatum,Pennisetum,1.9,0.764555429,15.51813113,0.4,0.00184
Pennisetum polystachyon,Pennisetum polystachyon,Pennisetum,2.537107018,0.764555429,15.51813113,2.111465232,0.00184
Penstemon australis,Penstemon australis,Penstemon,0.1,0.346531937,17.11782686,1.740909091,0.0049875
Penstemon,Penstemon,Penstemon,0.981097008,0.346531937,17.11782686,1.740909091,0.0049875
Penstemon virgatus,Penstemon virgatus,Penstemon,1.164736264,0.24525,18.188,1.5875,0.0049875
Pentanema indicum,Pentanema indicum,Pentanema,0.26,0.8,NA,NA,NA
Pentanisia angustifolia,Pentanisia angustifolia,Pentanisia,7.2,0.4,NA,NA,NA
Pentapeltis silvatica,Pentapeltis silvatica,Pentapeltis,NA,NA,NA,NA,NA
Pergularia daemia,Pergularia daemia,Pergularia,7.695,1.3,NA,NA,NA
Peristrophe bicalyculata,Peristrophe bicalyculata,Peristrophe,1.1,1.8,NA,NA,NA
Persea borbonia,Persea borbonia,Persea,156.7375978,6.747563636,13.88965517,0.7175,0.194041707
Persicaria pensylvanica,Persicaria pensylvanica,Persicaria,4.412363245,0.473747692,28.34019013,2.030328043,0.0019
Persoonia longifolia,Persoonia longifolia,Persoonia,181.0650899,1.511196078,6.490392239,0.39363995,0.009165254
Petrophile linearis,Petrophile linearis,Petrophile,6.209183534,0.5,6.21,0.25,0.007414815
Petrophile serruriae,Petrophile serruriae,Petrophile,6.209183534,0.5,5.925714286,0.25,0.007414815
Petrophile diversifolia,Petrophile diversifolia,Petrophile,6.209183534,0.932175676,5.925714286,0.25,0.007414815
Peucedanum natalense,Peucedanum natalense,Peucedanum,5.376120494,0.698486093,47,NA,NA
Phacelia heterophylla,Phacelia heterophylla,Phacelia,0.955,0.629907692,46.35076477,NA,NA
Phemeranthus,Phemeranthus,Phemeranthus,0.22,0.3048,NA,NA,NA
Phlox pilosa,Phlox pilosa,Phlox,2.53,0.6,17.253,1.68,0.001733333
Phlox floridana,Phlox floridana,Phlox,2.744232203,0.204072069,19.18889111,1.68,0.001733333
Phyllanthus maderaspatensis,Phyllanthus maderaspatensis,Phyllanthus,0.519375,1,22.24163358,2.110297514,0.063167213
Phyllanthus calycinus,Phyllanthus calycinus,Phyllanthus,3.39,1.927848101,22.24163358,2.110297514,0.063167213
Phyllanthus glaucophyllus,Phyllanthus glaucophyllus,Phyllanthus,55.73549688,0.45,22.24163358,2.110297514,0.063167213
Phyllanthus parvulus,Phyllanthus parvulus,Phyllanthus,55.73549688,0.5,22.24163358,2.110297514,0.063167213
Phyllanthus amarus,Phyllanthus amarus,Phyllanthus,55.73549688,0.75,22.24163358,2.110297514,0.063167213
Phyllanthus nummulariifolius,Phyllanthus nummulariifolius,Phyllanthus,55.73549688,3,22.24163358,2.110297514,0.063167213
Physalis pumila,Physalis pumila,Physalis,1.264381226,0.268219807,27.22,NA,NA
Physalis arenicola,Physalis arenicola,Physalis,1.264381226,0.268219807,22.68757895,NA,NA
Physalis walteri,Physalis walteri,Physalis,1.264381226,0.268219807,22.68757895,NA,NA
Physalis heterophylla,Physalis heterophylla,Physalis,1.6154,0.7,22.68757895,NA,NA
Phytolacca americana,Phytolacca americana,Phytolacca,6.325439713,2.525004444,42.14,NA,NA
Pimelea rosea,Pimelea rosea,Pimelea,3.594874836,0.724181395,21.36058808,1.259141447,0.002187162
Pimelea sylvestris,Pimelea sylvestris,Pimelea,3.594874836,0.724181395,21.36058808,1.259141447,0.002187162
Pimelea suaveolens,Pimelea suaveolens,Pimelea,3.594874836,0.724181395,21.36058808,1.259141447,0.002187162
Pimelea spectabilis,Pimelea spectabilis,Pimelea,8.2,0.724181395,21.36058808,1.259141447,0.002187162
Pinus sylvestris,Pinus sylvestris,Pinus,7.526322564,15.33300042,13.41391728,1.341946152,0.12805943
Pinus echinata,Pinus echinata,Pinus,16.57001989,36.16282353,10.45,0.7125,1.003333333
Pinus taeda,Pinus taeda,Pinus,26.14950107,23.34969697,10.20818182,1.028421053,0.2314
Pinus elliottii,Pinus elliottii,Pinus,33.60842171,15.87447619,9.35,0.8125,0.833333333
Pinus ponderosa,Pinus ponderosa,Pinus,38.58112588,19.30069256,12.82883752,0.980123236,0.31983945
Pinus palustris,Pinus palustris,Pinus,95.23344866,19.58107692,9.86875,1.1,0.497136709
Pinus sibirica,Pinus sibirica,Pinus,208.3101903,33.57142857,15.4,1.56,1.8
Piptochaetium pringlei,Piptochaetium pringlei,Piptochaetium,4.583636364,0.172541667,NA,NA,NA
Piptochaetium napostaense,Piptochaetium napostaense,Piptochaetium,6.28,0.172541667,NA,NA,NA
Piriqueta caroliniana,Piriqueta caroliniana,Piriqueta,NA,0.349166667,NA,NA,NA
Pityopsis graminifolia,Pityopsis graminifolia,Pityopsis,1.207729469,0.85344,NA,NA,NA
Plantago patagonica,Plantago patagonica,Plantago,0.474075538,0.1524,15.09993466,1.85206359,0.005329412
Plantago rhodosperma,Plantago rhodosperma,Plantago,0.82,0.098992418,15.425,1.85206359,0.005329412
Platanus occidentalis,Platanus occidentalis,Platanus,2.625676872,37.2152,17.2989925,1.2,4
Platysace filiformis,Platysace filiformis,Platysace,0.5744,0.91,NA,NA,NA
Platysace tenuissima,Platysace tenuissima,Platysace,0.5744,0.91,NA,NA,NA
Platytheca galioides,Platytheca galioides,Platytheca,NA,1,NA,NA,NA
Plectranthus gracillimus,Plectranthus gracillimus,Plectranthus,0.15,0.8,NA,NA,NA
Pleopeltis polypodioides,Pleopeltis polypodioides,Pleopeltis,NA,0.5,NA,0.81988,NA
Pleurozium schreberi,Pleurozium schreberi,Pleurozium,NA,0.04,NA,NA,NA
Poa pratensis,Poa pratensis,Poa,0.258874955,0.303371296,18.8423131,1.637856565,0.000827692
Poa ligularis,Poa ligularis,Poa,0.436,0.512333333,12.45125,1.35125,0.000830645
Poa fendleriana,Poa fendleriana,Poa,0.568908213,0.154219048,14.16,1.475,0.000830645
Poa lanuginosa,Poa lanuginosa,Poa,0.574,0.092,7.1,0.91,0.000830645
Podocarpus drouynianus,Podocarpus drouynianus,Podocarpus,598.764603,10.11077011,10.35792496,0.71481194,0.093872353
Podophyllum peltatum,Podophyllum peltatum,Podophyllum,NA,0.4,36.82030075,2.366666667,NA
Polemonium reptans,Polemonium reptans,Polemonium,0.952528866,0.492482143,29.45,NA,NA
Polygala verticillata,Polygala verticillata,Polygala,0.314,0.080754717,21.37,1.69,NA
Polygala arenaria,Polygala arenaria,Polygala,0.61,0.15,21.94558644,1.69,NA
Polygala grandiflora,Polygala grandiflora,Polygala,1.2,0.282666667,21.94558644,1.69,NA
Polygala polygama,Polygala polygama,Polygala,1.643,0.21,18.3,2,NA
Polygala amatymbica,Polygala amatymbica,Polygala,2.294652403,0.08,21.94558644,1.69,NA
Polygala hottentotta,Polygala hottentotta,Polygala,2.294652403,0.45,21.94558644,1.69,NA
Polygala multiflora,Polygala multiflora,Polygala,2.294652403,0.389273098,21.94558644,1.69,NA
Polygala nana,Polygala nana,Polygala,2.294652403,0.389273098,21.94558644,1.69,NA
Polygala incarnata,Polygala incarnata,Polygala,2.294652403,0.389273098,21.94558644,1.69,NA
Polygala sphenoptera,Polygala sphenoptera,Polygala,2.294652403,0.389273098,21.94558644,1.69,NA
Polygonella gracilis,Polygonella gracilis,Polygonella,0.698,0.3,NA,NA,NA
Polygonum douglasii,Polygonum douglasii,Polygonum,1.409666667,0.12344,19.352,2.2525,NA
Polygonum tenue,Polygonum tenue,Polygonum,1.819,0.4,11.35,2.006305027,NA
Polygonum,Polygonum,Polygonum,2.388764286,0.6,33.57939734,0.806333333,NA
Polygonum virginianum,Polygonum virginianum,Polygonum,5.316,0.340873026,29.66,2.006305027,NA
Polypodium virginianum,Polypodium virginianum,Polypodium,17.98666667,0.161014493,21.04204208,NA,NA
Polypremum procumbens,Polypremum procumbens,Polypremum,NA,0.4572,NA,NA,NA
Polystichum acrostichoides,Polystichum acrostichoides,Polystichum,NA,0.587673529,11.96666667,1.083333333,0.0014
Polytrichum formosum,Polytrichum formosum,Polytrichum,NA,0.02,11.37815,NA,NA
Polytrichum juniperinum,Polytrichum juniperinum,Polytrichum,NA,0.02,11.37815,NA,NA
Polytrichum piliferum,Polytrichum piliferum,Polytrichum,NA,0.02,11.37815,NA,NA
Populus tremula,Populus tremula,Populus,0.285471755,16.7984487,22.94662296,1.887679684,0.9
Poranthera huegelii,Poranthera huegelii,Poranthera,0.2,0.11,NA,NA,NA
Porteranthus stipulatus,Porteranthus stipulatus,Porteranthus,NA,1,NA,NA,NA
Portulaca oleracea,Portulaca oleracea,Portulaca,0.206811183,0.093411765,17.9298408,0.888571429,NA
Potentilla diversifolia,Potentilla diversifolia,Potentilla,0.097062493,0.67815,30.97090909,1.834904006,0.001365306
Potentilla norvegica,Potentilla norvegica,Potentilla,0.117857143,0.518416667,19.21659107,1.834904006,0.004283333
Potentilla canadensis,Potentilla canadensis,Potentilla,0.27,0.1,23.26835158,1.834904006,0.001025
Potentilla crinita,Potentilla crinita,Potentilla,0.949,0.0541,21.274,2.1175,0.001365306
Potentilla simplex,Potentilla simplex,Potentilla,80.49582488,0.18925,23.26835158,1.834904006,0.001015556
Priva africana,Priva africana,Priva,6.26,NA,NA,NA,NA
Prosopidastrum globosum,Prosopidastrum globosum,Prosopidastrum,NA,2.5,NA,NA,NA
Prosopis flexuosa,Prosopis flexuosa,Prosopis,86.39666667,13.36825882,32.8,1.841666667,NA
Prosopis caldenia,Prosopis caldenia,Prosopis,107.5435704,13.36825882,31.18193261,1.841666667,NA
Prunus virginiana,Prunus virginiana,Prunus,77.52839598,11.27445333,19.62054286,2.2284999,0.165182727
Prunus serotina,Prunus serotina,Prunus,110.5646579,14.53872727,24.12331207,2.257671755,1.2
Prunus,Prunus,Prunus,133.5,2.25,22.94367823,1.281121322,0.439
Prunus caroliniana,Prunus caroliniana,Prunus,332.58,6.960363636,23.73452085,1.802248267,0.165182727
Prunus angustifolia,Prunus angustifolia,Prunus,441.3499396,8.744314537,23.73452085,1.802248267,0.165182727
Prunus mexicana,Prunus mexicana,Prunus,482.6825,9.4488,23.73452085,1.802248267,0.165182727
Prunus umbellata,Prunus umbellata,Prunus,536.6880319,3.108969697,23.73452085,1.802248267,0.165182727
Prunus americana,Prunus americana,Prunus,704.7656085,8.744314537,23.73452085,1.802248267,0.129
Pseudognaphalium obtusifolium,Pseudognaphalium obtusifolium,Pseudognaphalium,0.037142857,1,16.49,1.77,NA
Pseudognaphalium macounii,Pseudognaphalium macounii,Pseudognaphalium,0.044,0.206,22.95,1.77,NA
Psoralea esculenta,Psoralea esculenta,Psoralea,17.56776092,0.222,30.05,1.8,NA
Psoralea tenuiflora,Psoralea tenuiflora,Psoralea,32.125,0.456599744,36.265,1.8,NA
Pteridium aquilinum,Pteridium aquilinum,Pteridium,0.5005,0.657295439,22.12074074,1.555629797,0.0039
Pterocaulon pycnostachyum,Pterocaulon pycnostachyum,Pterocaulon,0.036666667,0.5,19.7,NA,NA
Pterocaulon virgatum,Pterocaulon virgatum,Pterocaulon,0.036666667,0.043333333,19.7,NA,NA
Pterostylis recurva,Pterostylis recurva,Pterostylis,0.005375,0.132,23.09,NA,NA
Ptilimnium nuttallii,Ptilimnium nuttallii,Ptilimnium,NA,0.9144,NA,NA,NA
Ptilotus manglesii,Ptilotus manglesii,Ptilotus,2.45477027,0.658733333,NA,NA,NA
Pultenaea brachytropis,Pultenaea brachytropis,Pultenaea,4.735605849,1.183735849,19.70807786,0.394839416,0.004162778
Pycnanthemum tenuifolium,Pycnanthemum tenuifolium,Pycnanthemum,0.057631493,0.382,NA,NA,NA
Quercus marilandica,Quercus marilandica,Quercus,646.9979296,13.1816,13.786,0.995,0.146504185
Quercus ilicifolia,Quercus ilicifolia,Quercus,648.3481857,4.477466667,12.66666667,1.016666667,0.146504185
Quercus laurifolia,Quercus laurifolia,Quercus,810.5839413,14.59968372,14.68888889,1.55,0.146504185
Quercus falcata,Quercus falcata,Quercus,812.3129715,15.73973913,15.896,0.925,0.146504185
Quercus gambelii,Quercus gambelii,Quercus,859.7636925,14.55684,24.0403,1.820636364,0.309346154
Quercus incana,Quercus incana,Quercus,1000,5.535692308,11.1,0.79,0.146504185
Quercus nigra,Quercus nigra,Quercus,1141.396405,13.17852444,16.01871429,1.37,0.146504185
Quercus muehlenbergii,Quercus muehlenbergii,Quercus,1173.719576,21.26092308,19.28383041,1.311971394,0.146504185
Quercus virginiana,Quercus virginiana,Quercus,1253.471144,15.56704,18.03409091,2.14,0.355743129
Quercus stellata,Quercus stellata,Quercus,1277.487089,20.3002,16.351,1.441,0.146504185
Quercus phellos,Quercus phellos,Quercus,1312.711165,29.04,19.28383041,1.311971394,0.146504185
Quercus coccinea,Quercus coccinea,Quercus,1930.581847,25.6528,15.86923077,1.016111111,0.28
Quercus laevis,Quercus laevis,Quercus,2071.643824,9.145767442,12.26923077,0.78,0.146504185
Quercus velutina,Quercus velutina,Quercus,2076.795488,30.50253333,18.7775,1.574916551,0.27
Quercus geminata,Quercus geminata,Quercus,2380.284257,3.746875,14.29,1.311971394,0.076808175
Quercus hemisphaerica,Quercus hemisphaerica,Quercus,2380.284257,8.258064516,16.23333333,1.311971394,0.528561524
Quercus margaretta,Quercus margaretta,Quercus,2380.284257,7.546666667,16.85,1.26,0.146504185
Quercus,Quercus,Quercus,2380.284257,2.340547508,24.02444444,1.78,0.146504185
Quercus pumila,Quercus pumila,Quercus,2380.284257,0.8064,10.1,1.311971394,0.146504185
Quercus rubra,Quercus rubra,Quercus,2948.304783,23.70796481,20.97372434,1.615243334,0.080752
Quercus alba,Quercus alba,Quercus,2963.526608,30.15969231,20.77583462,1.561225626,0.583333333
Quercus texana,Quercus texana,Quercus,4778.66411,29.51563636,15.1,0.925,0.146504185
Quercus michauxii,Quercus michauxii,Quercus,5403.137639,17.25405479,21.2024531,1.423529112,0.235164516
Ranunculus abortivus,Ranunculus abortivus,Ranunculus,3.166823671,0.72672,24.36632048,2.387185227,0.002832623
Ratibida columnifera,Ratibida columnifera,Ratibida,0.655628643,0.67244,17.595,1.9,0.00465
Rhamnus caroliniana,Rhamnus caroliniana,Rhamnus,20.39761577,3.073440556,20.93662387,1.541236574,0.0395
Rhexia mariana,Rhexia mariana,Rhexia,0.0324,0.45,NA,NA,NA
Rhexia alifanus,Rhexia alifanus,Rhexia,0.0324,0.45,NA,NA,NA
Rhexia lutea,Rhexia lutea,Rhexia,0.04,0.45,NA,NA,NA
Rhus copallinum,Rhus copallinum,Rhus,8.616509197,1.754372414,18.77748944,1.508912813,0.017302139
Rhus glabra,Rhus glabra,Rhus,8.830779007,4.188373333,18.35225,2,0.0011
Rhus aromatica,Rhus aromatica,Rhus,27.45333333,2.552422018,18.77748944,1.508912813,0.017302139
Rhynchosia minima,Rhynchosia minima,Rhynchosia,12.6594,0.2,29.38029629,NA,NA
Rhynchosia tomentosa,Rhynchosia tomentosa,Rhynchosia,38.42764583,1.351365854,29.38029629,NA,NA
Rhynchosia,Rhynchosia,Rhynchosia,38.42764583,1.351365854,29.38029629,NA,NA
Rhynchosia reniformis,Rhynchosia reniformis,Rhynchosia,38.42764583,1.351365854,29.38029629,NA,NA
Rhynchosia cooperi,Rhynchosia cooperi,Rhynchosia,38.42764583,1.351365854,29.38029629,NA,NA
Rhynchosia difformis,Rhynchosia difformis,Rhynchosia,38.42764583,1.351365854,29.38029629,NA,NA
Rhynchosia totta,Rhynchosia totta,Rhynchosia,39.8,1.351365854,28.9,NA,NA
Rhynchospora globularis,Rhynchospora globularis,Rhynchospora,1.583488,0.262619048,14.195455,0.604455,NA
Rhynchospora harveyi,Rhynchospora harveyi,Rhynchospora,1.583488,0.421737707,14.195455,0.604455,NA
Ricinocarpos glaucus,Ricinocarpos glaucus,Ricinocarpos,31.33117289,2,9.8287375,NA,NA
Rosa woodsii,Rosa woodsii,Rosa,9.026354491,0.7129,14.922,1.476666667,0.00494359
Rosa acicularis,Rosa acicularis,Rosa,12.0043599,1.5405,10.65,2.230510878,0.00494359
Rosa arkansana,Rosa arkansana,Rosa,12.83846154,0.557083333,17.3145,2.230510878,0.00494359
Rosa,Rosa,Rosa,15.7,0.83,18.53466941,1.630609206,0.00494359
Rosa carolina,Rosa carolina,Rosa,19.3258971,1.262,18.9401631,2.230510878,0.00494359
Rubus occidentalis,Rubus occidentalis,Rubus,1.372550723,0.701316667,20.1,2.4,0.009175
Rubus allegheniensis,Rubus allegheniensis,Rubus,2.4012149,0.5834925,26.05,2.6,0.003975269
Rubus trivialis,Rubus trivialis,Rubus,2.43,1.042595177,22.17973156,2.011107159,0.003975269
Rubus,Rubus,Rubus,2.768,0.382222222,22.2931,1.4,0.001219643
Rubus flagellaris,Rubus flagellaris,Rubus,3.366289407,0.21232381,22.17973156,2.011107159,0.003975269
Rubus argutus,Rubus argutus,Rubus,3.998176989,0.99222,17.6,0.8,0.003975269
Rubus cuneifolius,Rubus cuneifolius,Rubus,3.998176989,0.528169231,22.17973156,2.011107159,0.003975269
Rubus pensilvanicus,Rubus pensilvanicus,Rubus,3.998176989,1.042595177,22.17973156,2.011107159,0.003975269
Rudbeckia hirta,Rudbeckia hirta,Rudbeckia,0.280946904,0.588005882,31.13114833,NA,0.003472727
Ruellia pedunculata,Ruellia pedunculata,Ruellia,3.950496947,0.161504407,22.26666667,NA,NA
Ruellia caroliniensis,Ruellia caroliniensis,Ruellia,3.950496947,0.161504407,22.26666667,NA,NA
Ruellia baurii,Ruellia baurii,Ruellia,3.950496947,0.161504407,22.26666667,NA,NA
Ruellia humilis,Ruellia humilis,Ruellia,3.99410789,0.35812,21.185,NA,NA
Rumex acetosella,Rumex acetosella,Rumex,0.5812386,0.154637347,30.44804365,2.759897065,0.001123529
Sabatia brevifolia,Sabatia brevifolia,Sabatia,0.015294118,0.262641509,NA,NA,NA
Sabatia angularis,Sabatia angularis,Sabatia,0.02,0.634,NA,NA,NA
Saccharum alopecuroides,Saccharum alopecuroides,Saccharum,2.035555556,0.659444444,10.57699797,NA,NA
Saccharum brevibarbe,Saccharum brevibarbe,Saccharum,2.035555556,1.9812,10.57699797,NA,NA
Salvia azurea,Salvia azurea,Salvia,3.138523119,0.9144,14.575,2.33375,NA
Sanguinaria canadensis,Sanguinaria canadensis,Sanguinaria,12.59125,0.204444444,41.2,2.3,NA
Sanicula canadensis,Sanicula canadensis,Sanicula,4.241566564,0.134103448,28.85,3.1,NA
Sapindus,Sapindus,Sapindus,943.5908104,14.80165998,27.99630961,2.135223528,0.003147
Sarracenia flava,Sarracenia flava,Sarracenia,1.257312622,0.177272727,8.8,0.6,NA
Sarracenia,Sarracenia,Sarracenia,1.645772587,0.177272727,10.48938867,0.785094497,NA
Sassafras albidum,Sassafras albidum,Sassafras,82.14675362,8.416709091,24.20307689,1.011666667,0.077428402
Saxifraga rhomboidea,Saxifraga rhomboidea,Saxifraga,0.063790072,0.1216,14.20317633,NA,NA
Saxifraga,Saxifraga,Saxifraga,0.063790072,0.099502759,14.20317633,NA,NA
Scaevola striata,Scaevola striata,Scaevola,38.34392987,1.666222222,17.65267728,1.055023785,NA
Scaevola lanceolata,Scaevola lanceolata,Scaevola,38.34392987,1.666222222,17.65267728,1.055023785,NA
Scaevola calliptera,Scaevola calliptera,Scaevola,38.34392987,1.666222222,17.65267728,1.055023785,NA
Schedonnardus paniculatus,Schedonnardus paniculatus,Schedonnardus,0.333333333,NA,18.24,NA,NA
Schinus fasciculata,Schinus fasciculata,Schinus,28.0883835,0.4,20,1.55,NA
Schizachyrium platyphyllum,Schizachyrium platyphyllum,Schizachyrium,0.2,1.2,12.76864314,1.382222222,0.0024
Schizachyrium exile,Schizachyrium exile,Schizachyrium,1.08,0.975,12.76864314,1.382222222,0.0024
Schizachyrium ruderale,Schizachyrium ruderale,Schizachyrium,1.093250175,0.533491096,12.76864314,1.382222222,0.0024
Schizachyrium scoparium,Schizachyrium scoparium,Schizachyrium,1.353707289,0.616917647,12.68204965,1.273333333,0.0024
Schizachyrium sanguineum,Schizachyrium sanguineum,Schizachyrium,1.475,1.6,11.25,1.6,0.0024
Schizachyrium tenerum,Schizachyrium tenerum,Schizachyrium,2.264492754,0.616002131,12.76864314,1.382222222,0.0024
Schmidtia pappophoroides,Schmidtia pappophoroides,Schmidtia,0.652,1,12.95625,NA,NA
Schoenoxiphium sparteum,Schoenoxiphium sparteum,Schoenoxiphium,0.44,0.3,19,NA,NA
Scleria oligantha,Scleria oligantha,Scleria,3.799107143,0.287859649,17.12266642,1.205185542,NA
Scleria triglomerata,Scleria triglomerata,Scleria,4.9,1,17.12266642,1.205185542,NA
Scleria,Scleria,Scleria,5.844994805,0.287791198,17.12266642,1.205185542,NA
Scleria racemosa,Scleria racemosa,Scleria,5.844994805,0.287791198,17.12266642,1.205185542,NA
Scleria ciliata,Scleria ciliata,Scleria,5.844994805,0.287791198,17.12266642,1.205185542,NA
Sclerocarya birrea,Sclerocarya birrea,Sclerocarya,3078.338333,17,17.4566644,1.4283014,NA
Scoparia dulcis,Scoparia dulcis,Scoparia,0.01,0.6,NA,NA,NA
Scutellaria parvula,Scutellaria parvula,Scutellaria,0.850047791,0.15,12.04666667,1.183673327,0.00115
Scutellaria,Scutellaria,Scutellaria,0.850047791,0.4,14.63887356,1.183673327,0.00115
Scutellaria integrifolia,Scutellaria integrifolia,Scutellaria,0.850047791,0.21850523,14.63887356,1.183673327,0.00115
Sebaea secloides,Sebaea secloides,Sebaea,0.01,0.289880952,NA,NA,NA
Securigera varia,Securigera varia,Securigera,3.843839506,0.558517188,48.36,NA,0.00312075
Securinega verrucosa,Securinega verrucosa,Securinega,NA,1.5,NA,NA,NA
Seddera suffruticosa,Seddera suffruticosa,Seddera,2.156666667,0.6,NA,NA,NA
Senecio plattensis,Senecio plattensis,Senecio,0.34,0.6,30.915095,2.935520475,0.003
Senecio eremophilus,Senecio eremophilus,Senecio,0.554,0.67,34.34,4.89,0.003
Senecio hispidulus,Senecio hispidulus,Senecio,0.929317942,0.462419651,30.915095,2.935520475,0.003
